stars,text
5,"Been a patron since this eatery first opened.  This is honestly one restaurant that has not been hurt by the economy.  The food is that fabulous!  My absolute favorite salad is the Turkey Waldorf.  My children always get the side Caesar with Potato Cream Cheese Soup.  The husband always gets either a Cranberry Scone and Onion Bagel slathered with cream cheese OR a Pretzel and some sort of sandwich.  

The only downside to this eatery is their lack of seating space during the lunch rush hour.  Get there by 11am if you actually want to sit inside, otherwise on a windy and cold winter day you might find yourself outside sitting on the patio (as I have done in the past.)

Even with the lack of seating during rush hour lunch....I'm giving this place five stars and making sure I'm there before the rush hour.  :-)  Happy Eats!"
5,"This place is absolutely amazing.  If you are looking for a quick sweet treat this is the place to go.  It a little hole-in-the-wall looking place, but once you take a bite into one of their homemade ice cream sandwiches, your mind will change.  I usually go for the mint ice cream with chocolate chip cookie, but when it's fall, I can't pass up the pumpkin ice cream with snicker doodle cookie. I've never found anything like it since."
5,"This place is a gem. The food is amazing. It's cheap. The service is good. My favorite part? The place never changes. I can walk through the door and Ali already knows my order. The Chicken Shawarma special comes with their hand-made pita - so soft and delicious. The chicken is seasoned perfectly and comes with a yummy little dollop of garlic sauce. I've never found better hummus in my life. I've had it all around town, in New York, in L.A. (ick...L.A. *shudder*). SO good! The iced tea has a hint of rose water. OH and the gyro? Hands down, the best in town.

Did I mention they have a market attached? Talk about the best price on spices in town! The spices come in little plastic sealed pillows, so get some spice jars from Ikea and stock up!

I couldn't get through this without mentioning the lamb tongue. I am no connoisseur of organ meats, but this sandwich is like the most tender lamb you've ever had in your life. Shut up and try it.

The only sad part about Haji's is that they close early. Usually 8pm on a week-night, but totally worth getting to-go orders if you can swing in on your way home from work!"
5,"This is the only work of his that I have seen in person. After living in the valley since 2002, I FINALLY decided to head out that way.  I found the information about the life and times of Frank Lloyd and his 3rd wife very interesting. The house was amazing and beautiful. I especially loved the local rocks cast into the concrete, and the lines that created a flow.   I would highly recommend this tour to any one with an interest in form, function, and beauty."
5,"I am a huge fan of this restaurant. I love their locally grown fruits and veggies. I love their healthy options. I had their brown rice with curry sauce, veggies, and organic chicken...it was incredible! Can't wait to travel to Arizona again and return to this wonderful restaurant!
PLEASE OPEN ANOTHER LOCATION IN THE SAN FRANCISCO BAY AREA! It would be a hit!"
5,Love this place. Great Happy Hour.
5,"There's no business like show business. As any of my friends will tell you I am a theater junkie. I could sit in a theater all day, all week, all year long and do nothing but gaze at live performances of theatrical talent. lol! Well in actuality, hmmmmmmm I really could. I am not even joking on that. I probably would if someone brought me water every now and again. LOL!  Ok, seriously now, Childsplay is my favorite organization in Az for a host of reasons. 
   My dear friends of Childsplay know who they are. This is children's theater at it's best! The Q and A sessions after each show is a plus. The kids love it. I have to admit I do too since I get to go say hi to my friends after each stage-show. I also learn more techniques that I can steal when I teach drama to my inner city students. Teehee!  ( Yes I am a teacher and yes I would die to have some of their costumes and sets) 
   I have seen so many wonderful plays, literature remakes, and original scripts performed At TCPA and by Childsplay. Fernidad, BFG and New Kid were only some of the most amazing masterpieces I have had the distinct pleasure of viewing from these talented actors. Debbie, Scott, Katie, Jodi; well all of them! LOVE YOU!
   Childsplay also has an artist in Residence program for schools. We have had an artist at our school for several years. It is wonderful to note that the teaching techniques classroom teachers are learning are helping tomorrows future. Time after time I have seen struggling kids blossom under their tutelage.  
   Of importance to note, TCPA is a beautiful facility. You can enjoy a nice venue along with the superstar talent. What more can you ask for?  
   The only negative I can possibly imagine is that in today's hard times the cost may be inhibiting to some families. But if you like them on Facebook they sometimes have discounted tickets and contests to win free tickets. A great way to start viewing them and get involved.
    I do hope everyone continues to support the arts here in Az. As I have stated in my other ""ARTS"" reviews, I do worry about cultural program survival in Az with recent state budget cuts. Soooooooo, as a famous circus/rodeo person once said, ""Go, On With The Show""."
5,"The Rosson House Museum is a restored home from the 1895's.  And it's also conveniently right next to the Teeter House Tea Room and across from Pizzeria Bianco.  

For under $5, you can take a guided tour of Rosson House and learn what life was like for its residents so long ago. It's a really cool activity to do, and since it's close to so many great restaurants, you can go for dinner and drinks after your tour. 

Walking through the home, it's easy to imagine the lady of the house sipping tea in a dainty cup with her lacy gloves on. 
Or maybe it's just me. 

Houses like this tend to creep me out. I half-expected to see a ghostly woman in a pinafore around every corner, but let me tell you, I'm glad I didn't. 

Either way, coming to Heritage Square and exploring the historic buildings in it is a great way to spend an afternoon."
5,This is a great hole in the wall shop off of Val Vista Rd. I've been getting the chicken salad sandwich since 2006 and it's the same ever since GREAT! Cookies and bread are awesome as well...
5,"AMAZING. Everything we had was the best we have eaten; sushi, crab cakes, oysters!  It's a MUST if near the Scottsdale Quarter!  We chose to eat there 2 nights in a row, once for a reserved dinner and the other for the happy hour."
5,"Great time, great location, ability to park in garage behind it. Beautiful decor, candles, white furnishings, trimmed in wood. Excellent vodka choices that will have you dancing on that raised table all nite which gives you a cool panoramic view of the place. See if you can spot the dj booth! He's cool, friendly door staff. The bartenders kind of ignore you and there's a brunette girl bartender-stay away from her. Downer attitude, and she will charge you for 2 drinks even though they have a 2 for 1 special. But it's a cool club and it's 99% certain you'll have great time."
5,"a G Spot is a myth.  and Dr Graffenberg was a mad scientist.

So its no surprise that I couldn't find the Gelato Spot either.  Shannon spouts, ""I love gelato so much, I would bathe in it"".  Hmmm, that's interesting

I drove in and around the dirt road
... and went up and down Scottsdale 
... explored the box
... looked south of the landing strip at Scottsdale Airpark
... manually googled it
... orally asked the passerbys

Road several times and I couldn't find it ANYWHERE

Maybe I need to do more research.  Perhaps some field research...Or a targeted focus group

*** UPDATE  ***
Its on Shea Blvd??  No wonder I couldn't find it-
I was looking down the wrong road

*** UPDATE  ***
Thanks Jake P for ""Yeah it is on Shea, in the strip mall area east of scottsdale rd near the Harkins Theater and Pita Jungle and such.... ""
BUT the point of this review was sarcasm.  i.e. g- spot is hard to find

*** UPDATE  ***
Now I have a girl, ""Shannon W"", telling me where g-spot is.  She writes, 
""It's on 74th St. and Shea, in between Coffee Plantation and Pita Jungle.""
Shannon W:  The point of this review was sarcasm.  i.e. g-spots are hard to find"
5,"I love Stinkweeds.  Owned by local commerce booster Kimber Lanning, Stinkweeds provides better selection and pricing than many national vendors.  The staff are helpful, and if they don't have what you're looking for, they'll happily special order it for you.   The parking lot is smallish, but I've never had a problem finding a space.  The central location is a big plus.  They share the plaza with other locally-owned businesses, so it makes for a fun shopping excursion.  Their listening stations are well-stocked with a variety of music, and the staff loves to talk music, as well.  They also carry a great selection of music mags, as well as some books."
5,"If you want a good meal that will fill ya up, for a fair price...Wally's is a great choice!

The menu has great variety.  If you want a burger, there are many to choose from.  Each is huge and juicy, and comes with your choice of a side....go with the blended fries that include deliciious sweet potato fries.

Want a salad?  Again, many to choose from...my favorite is the chinese chicken.  And, in case you missed my earlier comments, expect a BIG salad.

And, if you're not watching your calories, then try any of their specialty mac'n'cheese dishes.  WOW!

I can't comment on the desserts because I can't eat anything beyond the entrees...but, I've seen others order a dessert; they looked yummy and - you guessed it - HUGE!

And, here's the thing about Wally's:  they're ""good people"".  in addition to providing you with a great meal, Wally's staff are active supporters of non-profit organizations in the greater Phoenix area.  I have first-hand knowledge of their support for the Valley of the Sun Unted Way, and the Boys and Girls Clubs of Greater Scottsdale.  I have no doubt they support other causes."
5,"My mother and I were actually getting out of the car to go to Streets of New York next door when she smelled the Mexican food and suggested we try Roberto's instead.  That should tell you what you need to know right there.

It's a hole in the wall place for sure, and leaves much to be desired visually, but the staff was exceptionally pleasant and the tables were clean.  If you're looking for fine dining, this isn't your place.  At $7-$10 for an entree, though, it was delicious.

Beans, rice, and chips were pretty standard, but the salsa, fish taco, and shredded beef tostada were very flavorful.  The food tastes homemade, and in this case, that's a good thing.

This place was also featured on TLC's Diners and Drive-ins show back in the day.  One of Anthem's best kept secrets.  I'll be back!"
5,I love Petco! The only place I go to get dog food. I feel like the employees generally know what they are talking about and are always willing to help!
5,"I'd have to say that among the restuarants in the Tom Jetland suite (Fez, Ticoz, Switch), Ticoz is my favorite because of its dimly-lit lounge-like quality, which provides it a cozier feel than the other two.  Add to that, the hypnotic Mojito creations and Ticoz is one of those places I could spend an entire weekend late afternoon at, as long as someone else drives, of course.

The tamales are fantastic and are more similar to corn pudding than to traditional hand rolled tamales.  If you get them with veggies, you'll find that the veggies are a little oddly cut for the dish, so I recommend some other topping.  The beef is fantastic (especially in the tacos).

All in all, this is one of my current favorites."
5,"Does anyone know why their regular subs are $1 more than all the other Jimmy John's? Or is that just when it's delivered, instead of charging a standard delivery fee? I've noticed that with the other types of sandwiches too, and extras...the slim is $4 instead of $3.25, and extra avo is $1.75 instead of $0.75

That's not going to stop me from ordering though :-) Still love their sandwiches...they make the best veggie sub I've had. They load it up with veggies, whereas I have to ask for extra everything at a certain other sub chain and then they still barely put any on. I'd much rather pay a little bit extra for Jimmy John's :-)"
5,"I was very impressed and surprised by the quality of this restaurant!  This place is STYLISH - whether it's the plush lounge chairs on the patio, or the old school movies being projected on the walls - there's definitely an element of class that is rare for the Mill Avenue district.

First impressions were extremely positive - the place was busy but not packed, candlelit tables, and dim lighting provides the perfect atmosphere for a date, but not too much so that it causes that uncomfortable, formal, anxiety feeling.  La Bocca almost seems like an AZ88 in Tempe for those who are fans.  

I was pleasantly surprised at the prices on the menu.  Most items were in the $10-15 range, and I was immediately intrigued by the various pizza selections.  I focused my sights on the garden pizza, which took me by surprise because it was basically a chef-tossed salad on a really good pizza crust.  My girlfriend went with the bruschetta planks and chose two homemade pesto, one mozarella basil, and one roasted artichoke - DELICIOUS!

Top that off with a few glasses of really good sangria and you've got a really good meal for right around the $40-50 mark.  Needless to say we will be returning!"
5,"I have been living in Arizona for 4 years and have yet to find a decent Italian Beef Sandwich, until now.  I even gave the same statement to the owner.  I had ordered an Italian Beef for carry out, and while I was waiting, I let him know my frustrations.  He gave me his card and told me to call him after I ate the sandwich because he wanted to know what I thought.  Well, it was FANTASTIC!  Of course, I called him back to let him know.  

The service, and the time and effort put into the food cannot be beat.  This is what you get for a mom and pops type place.  

There are plenty of other sandwiches and foods there too.  I can't wait to go back and try some more!"
5,"God Bless Lifetime Fitness.

First off, let me tell you how much I despise working out.  Like, at times I'd rather drink my own pee than even come within 50 feet of the stair stepper.  

However, LTF (have you noticed that I like to abbreviate?  Get used to it friends...)  makes my gym experience fairly painless.  Steve W, I salute you for aknowledging the value of such a fine work-out establishment, and I actually have many of the same opinions. But because I like to hear myself talk, I'll reiterate some of my favorite points.

First off, I'm absolutely not a fan of children.  Especially at a gym.  Lifetime has FREE childcare for kiddos 12 and under so us singles can flirt our way through our workout without your kids sniffling and screaming.  Kids can play and swim outside under parental supervision at the pool, complete with waterslides and some kid-specifc water fountain spray thing.  They love it.  And I do too.  WATERSLIDES?  I mean come on.  LoveitLoveit.

Lifetime's members span the board, which is nice because I like the fact that I'm not the most out of shape person there.  I also like that there is nice scenery to watch and inspire me to keep my feet on that god forsaken stair stepper.  You may even see a professional athelete or TV personality on occasion.  Who doesnt love that?

You never wait for a piece of equipement because there are tons of machines.  And they are not covered in meathead sweat, which is always nice.

My favorite part of LTF is the group classes.  Excellent teachers, classes every day of the week, and a good variety of options.  I'd like to see more coreographed classes like Hip-Hop, but whatever, Kickboxing Jam is pretty damn close.   

Locker rooms are always spotless, towel service is free, sauna and steam rooms arent full of weirdo naked people, and they have this device that dries your bathing suit in under a minute.  Ingenious!  

I've been a member of a ton of Scottsdale gyms but I drive the extra 20 minutes in rush hour to go to the Tempe LTF.  Doesnt road rage burn calories anyway??  Win-win situation."
5,"I cannot believe all these negative reviews. 

First I'd like to start with the prices. Don't get me wrong, I love a good deal, BUT, if you are going to complain about how jobs in America are moving to China and India and not shop at AA because of their prices, then you are a hypocrite. AA supports US jobs and their factory is here in the states where they actually care about ethics and their employees. And, they have sales too, I have been in this store more than a few times and seen 30% - 50% off sale signs. And, on their website you can shop the sale section and save up to 75% if not more.

To the clothes - I understand some people may be weirded out and flash back into the 80's when they see the clothes here, as I have read from the reviews on here, BUT, these clothes are actually very stylish and a simple top with a simple pencil skirt  from AA and with some accessories you have a fab outfit. If you are looking for something not so simple try a white strapless romper with their petticoat skirt, add some accessories, and your done. 

The sizes - I am size 4-6 with curves, and the clothes from here fit me fine. I can understand the frustration if you are a little bigger and have had a hard time fitting into the clothes from AA. But, the good thing is that AA is now coming with XL sizes in some of their clothing. 

The models - I love the fact that the models are real and barefaced. As someone who has struggled with a skin condition, I always hate walking around the mall only to see photoshopped perfect faces surrounding me. I always feel comfortable when I walk into AA.

This store - I have never had a bad experience. Always a good one. i like the store, the employees have always been nice to me, I have no complains."
5,"All I can say is ""yum!"""
5,"Great service by Angela and their Doc
First time I don't have to wear reading glasses as they switched me to a mono contact
Very enjoyable experience and very quick
Had a issue with a contact and they track a replacement done right away
Definitely recommend"
5,"Back when I lived in Phoenix this was one of the only places I bothered with eating at. Started by a Chicagoan who moved to Phoenix, they get deep dish right and make just about everything else in the style of delicious. I was in town last week to hike the Grand Canyon and stopped in. Man, I miss their food. Thank God I live in Chicago and can get something similar! Be warned though. Their food is BIG."
5,"We went to check out PNP for their 2 Year Anniversary show and were extremely impressed!  Space 55 is the most charming space that I never would've known existed had it not been for this show being promoted on Yelp!  The actors were amazing and we really were in awe the entire time we watched this 30 minute film being created right in front of us!  I'd heard of Comedy Improv, but Movie Improv?  I had no clue... 

Special shout outs to Mark J and Jenn H (our very own Phoenix yelpers) who did an incredible job on Saturday night.  Congrats again, PNP, on your 2 year anniversary!  I look forward to attending future performances for sure!"
5,We went there right before my Grandma's 100th birthday.  There were about 20 of us.  The place was busy but we called ahead and they put our name in even though we still didn't have a final count of people.  The place was busy but I know why.  EVERYONE had a different dish and we all loved it.  Everyone wanted to taste each others food because we all liked it so much.  We all seem to think we are food critics and we loved this place.  Extensive menu and they seemed to nail everything we had!  The staff was amazing and would go back in a heartbeat!
5,"This is seriously one of my favorite restaurants of all time. I've been many times and it's always fabulous. I LOVE their Mahi Mahi Tacos - they are so good! I also highly recommend the Pork Osco Bucco, Smoked Red Chile Pork Roast, and the Cowboy Beef Stew. The nightly specials are often very creative and delicious. This place is also good for Sunday brunch. Good bartender too - drinks are never too weak."
5,"There's a certain amazingness that comes from fresh made ice cream.  It's soft, creamy, and not filled with high fructose corn syrup and preservatives to keep it together for months in a freezer.  Growing up in Arizona, we always made homemade ice cream in the summer and if you've never experienced homemade ice cream, just go to Churn.
I had the banana ice cream with caramel sauce on top.  I can't say anything bad about it at all.  If someone doesn't like their ice cream, it's because they've been subject to all the fakeness added to ice cream in the stores and national ice cream shop chains.  
The shop has lots of toys and candy and knickknacks that will give you a sense of nostalgia.  I'll tell you what sounds like the best day ever:  riding my bike down Central on a beautiful Phoenix day... stopping in to Churn for an ice cream break (and then popping into one of the restaurants nearby for a cocktail)."
5,I've been coming here for years...the best.  One of my favs is the lulu wings.
5,We have had nothing but good luck at this franchise so far. We've been here probably a dozen times. It's always clean and the food is fresh and the way it ought to be. Yum!
5,"If you are looking for top-notch produce and organic goodies then NGD is the best. Pricing can't be beat and it's delivered as well. Always great quality, and a large selection. Easy ordering process and awesome customer service. One of the reasons I am sad not to live in Scottsdale anymore."
5,"What an amazing Mini Vacation.  I went in August which was about 105 degrees but it was perfect.  The pool was relaxing, the water felt great and I enjoyed all three nights of my stay.  We decided it was so great we never left the resort.  

The Room was very clean and very comfortable.  

Talavera had the most amazing Fish Entrees, the seabase OMG I can still taste it, the salmon was the best I have ever had, and I dislike salmon completely.  The service through out the restaurant and hotel was amazing.  The special drinks they had were very tasty and made the 105 degrees weather manageable.  

The brunch buffet and breakfast at Crescent Moon is excellent all three days, so fresh, the pomegranate fresh juice was amazing I had three.  The food tasted like the items were freshly picked that morning.  I literally gained 5 ILBs on this trip and it was worth all of it.  

The Lounge had tasty small Tapas which I enjoyed while it drizzled that night, the whole hotel has a great relaxing ambiance.

The nights were amazing to walk around the hotel or sit around the pool with the night lights on and enjoy the peacefulness of the resort.  I believe we saw bats flying around in the middle of the night. which was very cool.  

Worth every penny.  Just watch out for Camera Speed Traps on the way there.  Enjoy,"
5,"We'll take this over Godiva any day!   The staff is always so friendly and they're always nice enough to give my kids (all 4) a sample, too.    Nothing compares to their chocolates, especially the the vanilla milk chocolate, Brown Sugar Milk Chocolate and Coconut Milk Chocolate!  Don't forget the lollipops that last FOREVER for the kids!!  Just make sure you have a few wipes on hand!"
5,The best Asaian store around. Love the selection. Awesome smoked herring for cheap. Everything is so much cheaper and better than any other Asian store I've been.
5,"Cheese Curds!   They have been so hard to find in AZ.    Like the Jalepeno ones too.

Really good fresh milk.   Worth the stop.

Bring cash, not credit or debit cards"
5,"Grew up in San Antonio and Austin. Have traveled extensively and sampled BBQ all over the country. The term Texas-style means beef, first. Period. And good smoke, and that ain't mesquite. Oak is king. These guys have changed the face of Phoenician BBQ forever. It's a shame that the Scottsdale location was touched by ... well, Scottsdale. Friggin morons. If you have not been here, you need to go down to 24th and E. Roeser and try it. Hands down the best Q in the area, including Cave Creek. The guys are FROM Texas and they know the whats, wheres and hows of Bar-B-Que. 

And for those ""the meal in a carton on butcher paper"" snobs who think that such is declasse, please, do me a favor... Head on down to Austin or, better yet, Lockhart. Stand at the front of the line at Stubbs or Black's or Kruez Market and loudly proclaim your thoughts as a BBQ aficionado. Just let me know when you are heading down so I can hang out and watch the ensuing festivities. Freud said it best: BBQ and being horrifically anally-retentive is ALL about your unfulfilled dreams of your Auntie Ma. Or, shut up and grow up ya infantile gomers..."
5,"Great little place in a great little neighborhood. Food was great, service good and friendly and sitting amongst the rose bushes and garden made one feel as if we were having a nice relaxing Sunday breakfast in our backyard. Love the place."
5,I was very sad to see this restaurant go. I wish Anthony the best and hope he opens up somewhere else!
5,"All around great food.  True Texas brisket experience.  Meat has great flavor and tasty sides add variety to the offerings.  Don't forget about the sheet cake for dessert!!  I'll be back.  

***Read another review on here talking about wings.  They don't have wings here!!  Get your reviews right people."
5,"I don't think there is anything else to be said about Delux, it's been around and they offer nothing but great food; the Classic Burger and the Delux burger are both very delicious.  I like Delux better and I do recommend medium rare; the quality of the meat is unbelievable.  Love the sweet fries; I do prefer the mixture of both sweet and regular fries."
5,"I realize L&L is a chain, but I love their food. My favorites are the Loco Moco and the BBQ Chicken. I also enjoy their haupia-filled donuts. The family that runs this place is very friendly and do a great job in making sure you will enjoy your meal. Go there."
5,"Brought my parents here for lunch last time they were in town.  Dad loved his gyro. Mom and I both got large salads, hers chicken and mine gyro meat.  SO much delicious food for not a lot of money.  Between my Mom and I's leftovers I had a full dinner to eat later.  

Hooray for pleasing the parents!!"
5,"The staff is great, the food is great, even the cappuccino is great (had my first one today).

i work close by and I have a choice where to eat and it's very often Acacia for breakfast and lunch.

A few of my favs are:

- Chicken Salad Sandwich
- Southwest Ranch Salad
- Omelets

Enjoy! (maybe I'll run into you there)"
5,"I don't have much time to write this, but I do want to say a few things. 

I had four things so far here. My friend and I both enjoyed them immensely. I paid $16 + tip. 

I had the [A1 - Cha Gio - crispy egg rolls ] & [A2 - Goi Cuon Thit Tom - spring rolls] to start.

Oh man was this delicious. The first thing I loved when I walked in was the ambiance. Dim lit and let the sun do the lighting - very zen - if you're into that. I felt very comfortable here.

They had four sauces on the table. I have no idea what they are, but the one with red pepper flakes and oil -- the darker one -- oh wow. If you like heat added to whatever you're doing -- wow -- this stuff is for you! I loved it. 

Then I went with the Pho tai - sirloin soup. [P2* - Pho tai] - wow - broth was amazing. Everything was. 

For me, enjoying food means I need a few things. 

First - awesome food
Second - ambiance
Third - presentation

They had it all. I was very impressed by place to the plates. Don't change a thing. I hope  your business is very prosperous!"
5,"Tarbell's is top notch in all areas!  Food quality, service, ambience, amazing!  I recently took ten business associates there for a meeting, and I got nothing but compliments the next day on such an excellent choice of restaurant!  

Definitely try the Spaghetti & Meatballs as well as the Mac N Cheese, and even the Pizzas are to die for.  And the burger too!  You really cant go wrong here.  Warning the deserts here are HUGE (yet amazing).  One desert is enough for 2-3 people!"
5,"These are some great cheesesteaks. I have come here multiplier times and have never left unhappy. The staff are nice and the food is delicious.  
Also try the 'Cheesesteak Fries' they are freakin amazing! I am glad I work next to this place, always a great lunch."
5,"Fantastic experience from valet to dessert!! Boyfriend and I were both very impressed. We were graciously greeted the moment we walked in by a man in a suit who walked us to the restaurant. Our server was knowledgeable about all the items on the menu and suggested some things to try when we were waffling between a few different choices. Cheese trio platter was sooooo good. I'll be getting that every time we come here and it was the perfect size for the two of us to share. I had the beet salad which was very good. Love the candied walnuts in it. Boyfriend had the lamb which he said was perfect: Tender, juicy and delicious!  The breads that came at the beginning of the meal were obviously homemade and fresh. Even the coffee was good. It's very rare for us to find a place that does it right so completely but I think we've found it.  Service was fantastic! Our glasses were never empty and we were well attended without being pestered. Could it be possible I can't find anything to criticize?! I can't. Love this place."
5,"This is the new mecca of Phoenix music. 

Charlie Levy who booked for the now legendary Nita's Hideaway and also the owner of Stateside Presents is the man behind it all! He is a music fan first and ... well ... that's just what he is ... a music fan not a natural businessman. 

The place is just beautiful (for now, soon to be broken with the wear and tear of rock and roll no doubt). The room is small ... stage big (for the size) ... no doubt this is going to be the best place in the city to see any band for a long time to come!

Thank you Charlie!

Music fans unite! This place MUST thrive!

btw ... they have live music every single night of the week ... and they open at 4pm every day (the lounge will have musicians and DJs for your entertainment)."
5,"This is my absolute favorite restaurant in Phoenix. This is where we go to celebrate and to enjoy a night out with amazing food and great service. Noca is an experience. I wouldn't recommend trying to quickly hit up a meal here before trying to catch a movie. I can't imagine trying to rush the experience!

On our most recent visit I immediately ordered my favorite cocktail- the Dirty Bird. It's so perfectly crafted and smooth...plus there are bleu cheese stuffed olives. Sold! I felt a little bad because my fiance wanted to celebrate our new jobby-jobs with prosecco... my bad. Lay off me when there's bleu cheese stuffed olives and vodka involved mister!

First up was the mixed salad. I love how it's not overloaded with cheese and candied fruit. It's the perfect balance of flavors. 

We then had the lobster roll and it was absolutely heavenly. I really hated to share that but I needed to save room for the scallops. The scallops were so perfectly cooked and the plating was gorgeous. The flavors were outstanding- absolutely sublime. Ryan actually asked me if I remembered his name. I just smiled."
5,"I am giving Ajo Al's on Shae five stars because I've been there regularly for about two years and it's always good. Now let me point out two issues: I'm not a huge fan of Mexican food, and I only get the Tacos Del Mar or Ono Fajitas which are versions of the same thing. The chips are fresh made and great as are the salsa and hot salsa (more peppery and hot). For appetizers the Chili Con Queso Dip and Nachos are good sized and tasty. For a friend and I this location is somewhat out of the way but we still go regularly. Try it.

Detail:

Like I said I'm not exactly a fan of Mexican food. I like the Americanized fast-ish food chains: Qdoba, Chipotle even Baja Fresh. I've eaten at actual Mexican restaurants in Mexico and had home cooked Mexican fish tacos and tamales. It's growing on me but these are not tastes I grew up with.

I have a friend who loves Ajo Al's, she lived next to it or something. So I pretty much got dragged there about two years ago and I liked it right away. Like I said, I've only really eaten the fish tacos but they're the best I've had. The fish is good, the sides are good, idk what chipotle cream is but it's good, good service, the chip lady is nice, all the wait staff have been good.

It's typically not crowded but sometimes your go there and the place is close to full. I've never waited to be seated though. I've never tried the bar area. The water seams better than tap water...a dumb observation but I usually drink water rather than soda so I mention that. They give you a pitcher of water on seating and refill if needed. The chips and salsa are endless and excellent. Service is always good.

Two friends typically get the Pollo Con Queso and swear it's the best ever. I've had it as left-overs and it's good but not really my thing.

This is the only Ajo Al's I've been to...no comment on the rest of this chain."
5,"Yes, she did go to another...it's a hobby what can I say.

By far, this is the LARGEST club I've been in! But my list of places to visit is still very long, so there may be bigger. I liked it here, the girls and managers, and this is important to me, were chill and nice. Some variation in looks for the girls but not much, but then again, maybe there is more to select from at night. I'm a day club visitor, because I hate to pay cover and other unnecessary costs. This place has a nice size bar, and a freaking huge main stage, with three, yes count them, three two-story tall poles (And some of the girls climb all the way to the top!). And it doesn't end there, there was a more private but large room toward the back with another stage and tall pole. There's an upstairs to this place too! I like to wander, I have a curious sense of adventure. I found multiple smaller private rooms up there, along with small mirrored rooms with single chairs. You know for that kind of one-on-one that no ones all up in your business about kind of room, just you and the dancer...Then there is the balcony that wraps around the upper floor, plenty of seating, with DJ in the center, spinning whatever the ladies on stage ask for (this is rare, some DJ's will tell you to take a flying leap if you demand a song, so I've been told...). This place is lit well too, not enough to make you run out screaming of blindness, but good enough to see. 

May I add that this is the first time I didn't have to go through a dressing room full of half-naked women to get to the restroom, it was separate and had more than one toilet in it, yes, amazing I know! I've been won over, lets see the other places on my list top this!"
5,"The pizza is incredible, they use really high quality ingredients and the prices are great. I would recommend cooking it on the bottom rack of your oven for a slightly better texture on the crust.

I want someone to mark that this post is funny, so I will add a joke:

Mushroom walks into a bar... Bartender says, ""sorry, we don't serve your type here."" Mushroom says ""why not? I'm a fungi (fun guy)."""
5,"We came here for lunch and were a little leery when we first walked in. I had the cream of leek soup, my mother had the sausage salad, and my aunt had the Greek salad and we were all very impressed. We took a bangers and mash pasty to go, but we are so full, that it'll be awhile before we can try it. The service was a little slow, but the quality of food and atmosphere made up for the inconvenience."
5,There is no shortage of Mexican restaurants in AZ and this one is one of the tops on my list.  It's not your average Mexican fast food.  It's a little more pricey but well worth it.  Their bean and cheese burrito is so good (they say no lard and I don't know what else they use to make it good).  Their carne asada and pastor tacos are done to perfection.  I stop by whenever I pass by this place.
5,"DV Nail, may I help you? YES! You can - and always well. I've been going to DV Nails for years and they're great. I've ""cheated"" on them a few times when I hear of similar nail shops in the area offering specials and mini hot stone massages with a manicure but I always end up back at DV Nail. 

Their massage chairs are wonderful - strong massagers. You actually feel like you're getting worked on. They're clean, friendly and always do a great job for the price. It's not fancy by any means and I wish they'd turn on the radio instead of the fuzzy TV but they're consistently good. They carry every Essie & OPI color and my manicures always last a long time. A manicure & pedicure is $28 total + tip. I think that's great. 

I typically request Tina or Julie - they both take their time and do great. Don't be fooled by this place... there's often a long wait. I'd recommend an appointment."
5,"I had lunch today at CASK 63 with a banker to discuss our collective power to create business in the Phoenix Market. I HAD THE ABSOLUTE BEST CRAB SALAD, I've had since leaving the Gulf Coast of Mississippi. Red Crab Salad....fresh, clean, sweet, crisp..light...in a very well appointed setting. Very  good iced teas as well....hard to find in Phoenix.....Go there...Eat there...you will like it..and we might see one another...who knows...be like nike..just do it...:)"
5,"Truly the best pizza I've had so far in AZ. Reminded me of NY pizza, thin crust... and crusty! I could eat this crust alone it's so good!..  
In fact I did!!! Ate it with a little olive oil and it was yuyuyummy! Also had the antipasti, so glad they actually give you REAL antipasti and not a mesh of crazy salad... you have to try this place if you haven't already.  My husband and I got a small pizza and had enough to take home for leftovers... and we are BIG eaters! RICO!!!"
5,"When was the last time that you went to a restaurant and were still bragging about your experience two weeks later??? This is exactly what I am doing about the ""Arrogant Butcher.""

I went there a couple of weeks ago with a bunch of folks from work. We had a private dining area and our servers name was Mark. He truly made the experience AMAZING!  His detailed, vivid descriptions of the entrees and desserts were comical and had most of us in tears. You could almost smell and taste each item as he passionately went into detail.  The appetizer- soft pretsels with cheese..OH EM GEE!!!!!!!!  Why doesn't every restaurant have these??? The crab stuffed chicken......AMAZING!

We shared several desserts, one which was a peanut butter cup......stand back Reese's......you have competition now!! =)

The manager came in later and had a professional, yet funny, manner about him as well.  What a great team they are."
5,Awesome food. Highly recommend. Had gyros platter . Generous portions and excellent meat.  Check out their spices and other food stuff. Got couscous very cheap.
5,"I've ordered pizza and wings three times and the have consistently created perfection, seriously."
5,"I've been meaning to try this place for months and I'm so glad that the temperature has finally dropped to less than 100 degrees so I could take advantage of the outdoor patio for lunch! 

The service was kind of slow..not sure if it was on purpose so I won't knock any stars off for that cause the food was delicious! Got the chicken, goat cheese, bacon, apple, pesto foccacia and would def recommend it. Everything tasted really fresh! A perfect lunch spot :)"
