year,month,day,hour,pm2.5,TEMP
2010,10,29,17,24.0,17.0
2010,10,29,18,31.0,16.0
2010,10,29,19,31.0,15.0
2010,10,29,20,42.0,15.0
2010,10,29,21,49.0,14.0
2010,10,29,22,44.0,8.0
2010,10,29,23,51.0,6.0
2010,10,30,0,52.0,6.0
2010,10,30,1,69.0,4.0
2010,10,30,2,75.0,4.0
2010,10,30,3,69.0,5.0
2010,10,30,4,57.0,4.0
2010,10,30,5,47.0,3.0
2010,10,30,6,51.0,3.0
2010,10,30,7,48.0,2.0
2010,10,30,8,45.0,7.0
2010,10,30,9,38.0,11.0
2010,10,30,10,34.0,14.0
2010,10,30,11,39.0,16.0
2010,10,30,12,38.0,18.0
2010,10,30,13,23.0,18.0
2010,10,30,14,12.0,20.0
2010,10,30,15,9.0,20.0
2010,10,30,16,15.0,19.0
2010,10,30,17,24.0,16.0
2010,10,30,18,45.0,10.0
2010,10,30,19,102.0,16.0
2010,10,30,20,101.0,11.0
2010,10,30,21,92.0,7.0
2010,10,30,22,68.0,7.0
2010,10,30,23,64.0,6.0
2010,10,31,0,101.0,6.0
2010,10,31,1,102.0,5.0
2010,10,31,2,129.0,5.0
2010,10,31,3,123.0,3.0
2010,10,31,4,117.0,4.0
2010,10,31,5,76.0,4.0
2010,10,31,6,51.0,3.0
2010,10,31,7,57.0,3.0
2010,10,31,8,47.0,7.0
2010,10,31,9,47.0,11.0
2010,10,31,10,53.0,14.0
2010,10,31,11,64.0,15.0
2010,10,31,12,57.0,16.0
2010,10,31,13,60.0,18.0
2010,10,31,14,42.0,19.0
2010,10,31,15,30.0,19.0
2010,10,31,16,22.0,19.0
2010,10,31,17,24.0,18.0
2010,10,31,18,76.0,11.0
2010,10,31,19,111.0,10.0
2010,10,31,20,98.0,8.0
2010,10,31,21,89.0,8.0
2010,10,31,22,77.0,6.0
2010,10,31,23,92.0,6.0
2010,11,1,0,84.0,5.0
2010,11,1,1,83.0,4.0
2010,11,1,2,71.0,7.0
2010,11,1,3,64.0,4.0
2010,11,1,4,86.0,4.0
2010,11,1,5,61.0,6.0
2010,11,1,6,58.0,2.0
2010,11,1,7,60.0,5.0
2010,11,1,8,41.0,10.0
2010,11,1,9,,12.0
2010,11,1,10,,12.0
2010,11,1,11,,14.0
2010,11,1,12,,14.0
2010,11,1,13,,15.0
2010,11,1,14,,15.0
2010,11,1,15,,14.0
2010,11,1,16,,13.0
2010,11,1,17,,11.0
2010,11,1,18,,9.0
2010,11,1,19,,6.0
2010,11,1,20,,4.0
2010,11,1,21,,7.0
2010,11,1,22,,7.0
2010,11,1,23,,6.0
2010,11,2,0,,5.0
2010,11,2,1,,4.0
2010,11,2,2,,3.0
2010,11,2,3,,1.0
2010,11,2,4,,-2.0
2010,11,2,5,,-1.0
2010,11,2,6,,0.0
2010,11,2,7,,-1.0
2010,11,2,8,,3.0
2010,11,2,9,,7.0
2010,11,2,10,,9.0
2010,11,2,11,,10.0
2010,11,2,12,,11.0
2010,11,2,13,,12.0
2010,11,2,14,,13.0
2010,11,2,15,,13.0
2010,11,2,16,,13.0
2010,11,2,17,,11.0
2010,11,2,18,,10.0
2010,11,2,19,,10.0
2010,11,2,20,,10.0
2010,11,2,21,,10.0
2010,11,2,22,,4.0
2010,11,2,23,,3.0
2010,11,3,0,,1.0
2010,11,3,1,,0.0
2010,11,3,2,,0.0
2010,11,3,3,,0.0
2010,11,3,4,,0.0
2010,11,3,5,,0.0
2010,11,3,6,,-2.0
2010,11,3,7,,-1.0
2010,11,3,8,,2.0
2010,11,3,9,,6.0
2010,11,3,10,,10.0
2010,11,3,11,,13.0
2010,11,3,12,,16.0
2010,11,3,13,,18.0
2010,11,3,14,,19.0
2010,11,3,15,50.0,19.0
2010,11,3,16,42.0,18.0
2010,11,3,17,61.0,14.0
2010,11,3,18,75.0,11.0
2010,11,3,19,109.0,8.0
2010,11,3,20,143.0,7.0
2010,11,3,21,167.0,6.0
2010,11,3,22,183.0,4.0
2010,11,3,23,154.0,5.0
2010,11,4,0,127.0,4.0
2010,11,4,1,94.0,3.0
2010,11,4,2,86.0,3.0
2010,11,4,3,51.0,3.0
2010,11,4,4,95.0,3.0
2010,11,4,5,85.0,2.0
2010,11,4,6,53.0,3.0
2010,11,4,7,56.0,5.0
2010,11,4,8,55.0,7.0
2010,11,4,9,50.0,10.0
2010,11,4,10,41.0,13.0
2010,11,4,11,39.0,15.0
2010,11,4,12,30.0,17.0
2010,11,4,13,34.0,19.0
2010,11,4,14,43.0,19.0
2010,11,4,15,52.0,19.0
2010,11,4,16,44.0,19.0
2010,11,4,17,39.0,17.0
2010,11,4,18,43.0,15.0
2010,11,4,19,53.0,11.0
2010,11,4,20,63.0,8.0
2010,11,4,21,91.0,7.0
2010,11,4,22,119.0,7.0
2010,11,4,23,136.0,7.0
2010,11,5,0,144.0,4.0
2010,11,5,1,148.0,4.0
2010,11,5,2,130.0,4.0
2010,11,5,3,98.0,3.0
2010,11,5,4,70.0,3.0
2010,11,5,5,95.0,3.0
2010,11,5,6,79.0,4.0
2010,11,5,7,67.0,5.0
2010,11,5,8,52.0,7.0
2010,11,5,9,54.0,9.0
2010,11,5,10,53.0,12.0
2010,11,5,11,49.0,15.0
2010,11,5,12,51.0,18.0
2010,11,5,13,52.0,20.0
2010,11,5,14,58.0,21.0
2010,11,5,15,83.0,21.0
2010,11,5,16,98.0,19.0
2010,11,5,17,86.0,18.0
2010,11,5,18,95.0,12.0
2010,11,5,19,129.0,9.0
2010,11,5,20,154.0,8.0
2010,11,5,21,172.0,9.0
2010,11,5,22,187.0,7.0
2010,11,5,23,232.0,6.0
2010,11,6,0,238.0,5.0
2010,11,6,1,227.0,4.0
2010,11,6,2,221.0,4.0
2010,11,6,3,195.0,4.0
2010,11,6,4,122.0,4.0
2010,11,6,5,143.0,3.0
2010,11,6,6,147.0,2.0
2010,11,6,7,124.0,2.0
2010,11,6,8,127.0,3.0
2010,11,6,9,122.0,8.0
2010,11,6,10,164.0,11.0
2010,11,6,11,249.0,14.0
2010,11,6,12,272.0,15.0
2010,11,6,13,298.0,16.0
2010,11,6,14,314.0,17.0
2010,11,6,15,307.0,18.0
2010,11,6,16,352.0,15.0
2010,11,6,17,374.0,12.0
2010,11,6,18,366.0,10.0
2010,11,6,19,381.0,9.0
2010,11,6,20,400.0,8.0
2010,11,6,21,419.0,8.0
2010,11,6,22,463.0,7.0
2010,11,6,23,481.0,7.0
2010,11,7,0,466.0,6.0
2010,11,7,1,479.0,8.0
2010,11,7,2,343.0,8.0
2010,11,7,3,95.0,10.0
2010,11,7,4,34.0,9.0
2010,11,7,5,18.0,8.0
2010,11,7,6,20.0,8.0
2010,11,7,7,14.0,11.0
2010,11,7,8,12.0,12.0
2010,11,7,9,11.0,12.0
2010,11,7,10,13.0,13.0
2010,11,7,11,16.0,14.0
2010,11,7,12,17.0,13.0
2010,11,7,13,11.0,13.0
2010,11,7,14,15.0,13.0
2010,11,7,15,14.0,13.0
2010,11,7,16,13.0,12.0
2010,11,7,17,16.0,10.0
2010,11,7,18,10.0,10.0
2010,11,7,19,10.0,9.0
2010,11,7,20,9.0,8.0
2010,11,7,21,10.0,8.0
2010,11,7,22,10.0,6.0
2010,11,7,23,9.0,8.0
2010,11,8,0,18.0,7.0
2010,11,8,1,15.0,5.0
2010,11,8,2,14.0,7.0
2010,11,8,3,13.0,7.0
2010,11,8,4,12.0,6.0
2010,11,8,5,7.0,7.0
2010,11,8,6,7.0,7.0
2010,11,8,7,9.0,7.0
2010,11,8,8,7.0,6.0
2010,11,8,9,7.0,8.0
2010,11,8,10,8.0,9.0
2010,11,8,11,10.0,10.0
2010,11,8,12,10.0,11.0
2010,11,8,13,6.0,11.0
2010,11,8,14,6.0,11.0
2010,11,8,15,8.0,11.0
2010,11,8,16,7.0,11.0
2010,11,8,17,10.0,9.0
2010,11,8,18,17.0,9.0
2010,11,8,19,19.0,7.0
2010,11,8,20,21.0,5.0
2010,11,8,21,42.0,5.0
2010,11,8,22,23.0,4.0
2010,11,8,23,13.0,4.0
2010,11,9,0,21.0,-2.0
2010,11,9,1,25.0,-1.0
2010,11,9,2,16.0,-1.0
2010,11,9,3,15.0,-1.0
2010,11,9,4,12.0,1.0
2010,11,9,5,19.0,-1.0
2010,11,9,6,21.0,-3.0
2010,11,9,7,39.0,-1.0
2010,11,9,8,45.0,0.0
2010,11,9,9,25.0,3.0
2010,11,9,10,31.0,4.0
2010,11,9,11,47.0,5.0
2010,11,9,12,75.0,6.0
2010,11,9,13,75.0,8.0
2010,11,9,14,71.0,8.0
2010,11,9,15,62.0,8.0
2010,11,9,16,57.0,8.0
2010,11,9,17,66.0,7.0
2010,11,9,18,78.0,3.0
2010,11,9,19,99.0,3.0
2010,11,9,20,111.0,1.0
2010,11,9,21,128.0,1.0
2010,11,9,22,146.0,-1.0
2010,11,9,23,140.0,-1.0
2010,11,10,0,144.0,0.0
2010,11,10,1,142.0,-1.0
2010,11,10,2,143.0,-1.0
2010,11,10,3,129.0,-1.0
2010,11,10,4,114.0,-2.0
2010,11,10,5,94.0,-1.0
2010,11,10,6,70.0,-2.0
2010,11,10,7,99.0,-3.0
2010,11,10,8,89.0,-1.0
2010,11,10,9,80.0,3.0
2010,11,10,10,59.0,6.0
2010,11,10,11,77.0,8.0
2010,11,10,12,97.0,9.0
2010,11,10,13,116.0,10.0
2010,11,10,14,126.0,11.0
2010,11,10,15,121.0,11.0
2010,11,10,16,122.0,10.0
2010,11,10,17,118.0,7.0
2010,11,10,18,142.0,5.0
2010,11,10,19,184.0,4.0
2010,11,10,20,230.0,4.0
2010,11,10,21,207.0,2.0
2010,11,10,22,201.0,2.0
2010,11,10,23,227.0,3.0
2010,11,11,0,213.0,5.0
2010,11,11,1,193.0,6.0
2010,11,11,2,155.0,6.0
2010,11,11,3,154.0,6.0
2010,11,11,4,149.0,5.0
2010,11,11,5,138.0,5.0
2010,11,11,6,177.0,5.0
2010,11,11,7,302.0,9.0
2010,11,11,8,153.0,9.0
2010,11,11,9,27.0,9.0
2010,11,11,10,17.0,9.0
2010,11,11,11,16.0,9.0
2010,11,11,12,10.0,9.0
2010,11,11,13,12.0,9.0
2010,11,11,14,16.0,9.0
2010,11,11,15,11.0,9.0
2010,11,11,16,12.0,9.0
2010,11,11,17,12.0,9.0
2010,11,11,18,9.0,9.0
2010,11,11,19,10.0,4.0
2010,11,11,20,11.0,-1.0
2010,11,11,21,8.0,-1.0
2010,11,11,22,6.0,-1.0
2010,11,11,23,7.0,-1.0
2010,11,12,0,8.0,-1.0
2010,11,12,1,11.0,-1.0
2010,11,12,2,10.0,-1.0
2010,11,12,3,9.0,-1.0
2010,11,12,4,12.0,-1.0
2010,11,12,5,30.0,-1.0
2010,11,12,6,37.0,-2.0
2010,11,12,7,45.0,-1.0
2010,11,12,8,43.0,-1.0
2010,11,12,9,35.0,-1.0
2010,11,12,10,48.0,-1.0
2010,11,12,11,81.0,-1.0
2010,11,12,12,92.0,-1.0
2010,11,12,13,68.0,-1.0
2010,11,12,14,77.0,-1.0
2010,11,12,15,88.0,-1.0
2010,11,12,16,99.0,-1.0
2010,11,12,17,120.0,3.0
2010,11,12,18,114.0,7.0
2010,11,12,19,115.0,7.0
2010,11,12,20,125.0,7.0
2010,11,12,21,121.0,7.0
2010,11,12,22,112.0,7.0
2010,11,12,23,85.0,7.0
2010,11,13,0,42.0,7.0
2010,11,13,1,16.0,7.0
2010,11,13,2,12.0,7.0
2010,11,13,3,10.0,6.0
2010,11,13,4,10.0,5.0
2010,11,13,5,7.0,4.0
2010,11,13,6,3.0,4.0
2010,11,13,7,5.0,3.0
2010,11,13,8,10.0,4.0
2010,11,13,9,12.0,3.0
2010,11,13,10,15.0,3.0
2010,11,13,11,8.0,3.0
2010,11,13,12,11.0,3.0
2010,11,13,13,15.0,3.0
2010,11,13,14,17.0,3.0
2010,11,13,15,14.0,3.0
2010,11,13,16,11.0,3.0
2010,11,13,17,10.0,3.0
2010,11,13,18,10.0,1.0
2010,11,13,19,26.0,0.0
2010,11,13,20,31.0,0.0
2010,11,13,21,43.0,0.0
2010,11,13,22,42.0,0.0
2010,11,13,23,29.0,0.0
2010,11,14,0,17.0,0.0
2010,11,14,1,26.0,0.0
2010,11,14,2,23.0,0.0
2010,11,14,3,25.0,0.0
2010,11,14,4,21.0,0.0
2010,11,14,5,41.0,0.0
2010,11,14,6,27.0,0.0
2010,11,14,7,27.0,0.0
2010,11,14,8,22.0,0.0
2010,11,14,9,34.0,0.0
2010,11,14,10,35.0,0.0
2010,11,14,11,44.0,0.0
2010,11,14,12,25.0,0.0
2010,11,14,13,24.0,0.0
2010,11,14,14,22.0,0.0
2010,11,14,15,19.0,0.0
2010,11,14,16,19.0,0.0
2010,11,14,17,11.0,0.0
2010,11,14,18,10.0,0.0
2010,11,14,19,11.0,0.0
2010,11,14,20,12.0,0.0
2010,11,14,21,10.0,0.0
2010,11,14,22,11.0,0.0
2010,11,14,23,12.0,0.0
2010,11,15,0,10.0,0.0
2010,11,15,1,16.0,0.0
2010,11,15,2,19.0,0.0
2010,11,15,3,17.0,0.0
2010,11,15,4,10.0,0.0
2010,11,15,5,9.0,0.0
2010,11,15,6,9.0,0.0
2010,11,15,7,20.0,0.0
2010,11,15,8,26.0,0.0
2010,11,15,9,21.0,0.0
2010,11,15,10,32.0,0.0
2010,11,15,11,47.0,0.0
2010,11,15,12,45.0,0.0
2010,11,15,13,50.0,0.0
2010,11,15,14,60.0,0.0
2010,11,15,15,70.0,0.0
2010,11,15,16,60.0,0.0
2010,11,15,17,68.0,-1.0
2010,11,15,18,77.0,-1.0
2010,11,15,19,82.0,-1.0
2010,11,15,20,107.0,-1.0
2010,11,15,21,124.0,-1.0
2010,11,15,22,139.0,-1.0
2010,11,15,23,152.0,-1.0
2010,11,16,0,166.0,-1.0
2010,11,16,1,213.0,-1.0
2010,11,16,2,206.0,-1.0
2010,11,16,3,208.0,-1.0
2010,11,16,4,191.0,-1.0
2010,11,16,5,152.0,-1.0
2010,11,16,6,124.0,-1.0
2010,11,16,7,108.0,-1.0
2010,11,16,8,94.0,-1.0
2010,11,16,9,92.0,-1.0
2010,11,16,10,94.0,-1.0
2010,11,16,11,105.0,-1.0
2010,11,16,12,90.0,-1.0
2010,11,16,13,78.0,-1.0
2010,11,16,14,63.0,-1.0
2010,11,16,15,66.0,-1.0
2010,11,16,16,77.0,-1.0
2010,11,16,17,116.0,-1.0
2010,11,16,18,142.0,-1.0
2010,11,16,19,135.0,-1.0
2010,11,16,20,175.0,-1.0
2010,11,16,21,196.0,-1.0
2010,11,16,22,217.0,-1.0
2010,11,16,23,227.0,-1.0
2010,11,17,0,264.0,-1.0
2010,11,17,1,276.0,-1.0
2010,11,17,2,275.0,-2.0
2010,11,17,3,255.0,-2.0
2010,11,17,4,220.0,-3.0
2010,11,17,5,220.0,-3.0
2010,11,17,6,177.0,-4.0
2010,11,17,7,138.0,-4.0
2010,11,17,8,133.0,-2.0
2010,11,17,9,129.0,1.0
2010,11,17,10,154.0,3.0
2010,11,17,11,197.0,5.0
2010,11,17,12,247.0,6.0
2010,11,17,13,288.0,8.0
2010,11,17,14,331.0,9.0
2010,11,17,15,400.0,9.0
2010,11,17,16,472.0,9.0
2010,11,17,17,467.0,5.0
2010,11,17,18,503.0,3.0
2010,11,17,19,503.0,3.0
2010,11,17,20,525.0,1.0
2010,11,17,21,504.0,1.0
2010,11,17,22,502.0,0.0
2010,11,17,23,504.0,0.0
2010,11,18,0,521.0,-1.0
2010,11,18,1,446.0,0.0
2010,11,18,2,391.0,-1.0
2010,11,18,3,354.0,-1.0
2010,11,18,4,350.0,-1.0
2010,11,18,5,354.0,-2.0
2010,11,18,6,353.0,-1.0
2010,11,18,7,362.0,-2.0
2010,11,18,8,339.0,0.0
2010,11,18,9,325.0,4.0
2010,11,18,10,336.0,5.0
2010,11,18,11,346.0,7.0
2010,11,18,12,299.0,8.0
2010,11,18,13,307.0,9.0
2010,11,18,14,304.0,9.0
2010,11,18,15,307.0,9.0
2010,11,18,16,324.0,8.0
2010,11,18,17,361.0,7.0
2010,11,18,18,438.0,6.0
2010,11,18,19,476.0,5.0
2010,11,18,20,503.0,4.0
2010,11,18,21,470.0,5.0
2010,11,18,22,480.0,4.0
2010,11,18,23,482.0,4.0
2010,11,19,0,535.0,3.0
2010,11,19,1,569.0,3.0
2010,11,19,2,562.0,1.0
2010,11,19,3,485.0,0.0
2010,11,19,4,488.0,0.0
2010,11,19,5,470.0,0.0
2010,11,19,6,453.0,-1.0
2010,11,19,7,466.0,-1.0
2010,11,19,8,466.0,2.0
2010,11,19,9,501.0,4.0
2010,11,19,10,559.0,7.0
2010,11,19,11,557.0,9.0
2010,11,19,12,540.0,11.0
2010,11,19,13,364.0,12.0
2010,11,19,14,230.0,12.0
2010,11,19,15,185.0,13.0
2010,11,19,16,135.0,10.0
2010,11,19,17,95.0,8.0
2010,11,19,18,106.0,4.0
2010,11,19,19,123.0,3.0
2010,11,19,20,159.0,6.0
2010,11,19,21,192.0,5.0
2010,11,19,22,277.0,5.0
2010,11,19,23,371.0,2.0
2010,11,20,0,454.0,1.0
2010,11,20,1,422.0,1.0
2010,11,20,2,389.0,1.0
2010,11,20,3,328.0,0.0
2010,11,20,4,296.0,0.0
2010,11,20,5,282.0,1.0
2010,11,20,6,286.0,0.0
2010,11,20,7,271.0,0.0
2010,11,20,8,262.0,3.0
2010,11,20,9,224.0,4.0
2010,11,20,10,200.0,8.0
2010,11,20,11,202.0,10.0
2010,11,20,12,219.0,11.0
2010,11,20,13,214.0,12.0
2010,11,20,14,200.0,13.0
2010,11,20,15,207.0,13.0
2010,11,20,16,217.0,11.0
2010,11,20,17,241.0,9.0
2010,11,20,18,280.0,7.0
2010,11,20,19,306.0,5.0
2010,11,20,20,353.0,5.0
2010,11,20,21,395.0,4.0
2010,11,20,22,432.0,3.0
2010,11,20,23,438.0,3.0
2010,11,21,0,433.0,2.0
2010,11,21,1,462.0,2.0
2010,11,21,2,439.0,1.0
2010,11,21,3,398.0,2.0
2010,11,21,4,355.0,2.0
2010,11,21,5,316.0,3.0
2010,11,21,6,287.0,4.0
2010,11,21,7,210.0,8.0
2010,11,21,8,139.0,10.0
2010,11,21,9,31.0,9.0
2010,11,21,10,28.0,9.0
2010,11,21,11,19.0,9.0
2010,11,21,12,16.0,10.0
2010,11,21,13,14.0,10.0
2010,11,21,14,10.0,10.0
2010,11,21,15,8.0,9.0
2010,11,21,16,10.0,9.0
2010,11,21,17,11.0,7.0
2010,11,21,18,11.0,7.0
2010,11,21,19,12.0,6.0
2010,11,21,20,18.0,2.0
2010,11,21,21,19.0,2.0
2010,11,21,22,11.0,0.0
2010,11,21,23,24.0,0.0
2010,11,22,0,19.0,1.0
2010,11,22,1,25.0,-2.0
2010,11,22,2,23.0,-1.0
2010,11,22,3,49.0,-3.0
2010,11,22,4,55.0,-5.0
2010,11,22,5,68.0,-6.0
2010,11,22,6,66.0,-4.0
2010,11,22,7,73.0,-5.0
2010,11,22,8,69.0,-2.0
2010,11,22,9,80.0,4.0
2010,11,22,10,46.0,5.0
2010,11,22,11,,7.0
2010,11,22,12,,9.0
2010,11,22,13,33.0,9.0
2010,11,22,14,24.0,10.0
2010,11,22,15,28.0,10.0
2010,11,22,16,43.0,8.0
2010,11,22,17,73.0,5.0
2010,11,22,18,69.0,4.0
2010,11,22,19,74.0,2.0
2010,11,22,20,91.0,1.0
2010,11,22,21,123.0,0.0
2010,11,22,22,181.0,-1.0
2010,11,22,23,223.0,-1.0
2010,11,23,0,228.0,-3.0
2010,11,23,1,249.0,-2.0
2010,11,23,2,236.0,-2.0
2010,11,23,3,218.0,-1.0
2010,11,23,4,222.0,-2.0
2010,11,23,5,238.0,-3.0
2010,11,23,6,225.0,-4.0
2010,11,23,7,244.0,-2.0
2010,11,23,8,232.0,-1.0
2010,11,23,9,203.0,3.0
2010,11,23,10,213.0,3.0
2010,11,23,11,241.0,6.0
2010,11,23,12,238.0,7.0
2010,11,23,13,213.0,7.0
2010,11,23,14,214.0,8.0
2010,11,23,15,201.0,8.0
2010,11,23,16,208.0,7.0
2010,11,23,17,217.0,5.0
2010,11,23,18,258.0,3.0
2010,11,23,19,251.0,4.0
2010,11,23,20,235.0,5.0
2010,11,23,21,240.0,2.0
2010,11,23,22,253.0,3.0
2010,11,23,23,264.0,3.0
2010,11,24,0,256.0,-1.0
2010,11,24,1,238.0,-1.0
2010,11,24,2,223.0,-1.0
2010,11,24,3,225.0,-1.0
2010,11,24,4,194.0,0.0
2010,11,24,5,181.0,0.0
2010,11,24,6,88.0,-1.0
2010,11,24,7,27.0,5.0
2010,11,24,8,19.0,5.0
2010,11,24,9,17.0,6.0
2010,11,24,10,17.0,5.0
2010,11,24,11,17.0,6.0
2010,11,24,12,18.0,6.0
2010,11,24,13,17.0,7.0
2010,11,24,14,16.0,6.0
2010,11,24,15,12.0,6.0
2010,11,24,16,13.0,6.0
2010,11,24,17,16.0,5.0
2010,11,24,18,12.0,4.0
2010,11,24,19,30.0,3.0
2010,11,24,20,19.0,2.0
2010,11,24,21,22.0,0.0
2010,11,24,22,22.0,0.0
2010,11,24,23,23.0,-3.0
2010,11,25,0,16.0,-4.0
2010,11,25,1,26.0,-3.0
2010,11,25,2,24.0,-4.0
2010,11,25,3,20.0,-5.0
2010,11,25,4,28.0,-3.0
2010,11,25,5,23.0,-4.0
2010,11,25,6,22.0,-6.0
2010,11,25,7,45.0,-7.0
2010,11,25,8,62.0,-4.0
2010,11,25,9,63.0,-2.0
2010,11,25,10,80.0,0.0
2010,11,25,11,55.0,3.0
2010,11,25,12,49.0,5.0
2010,11,25,13,54.0,6.0
2010,11,25,14,57.0,7.0
2010,11,25,15,54.0,7.0
2010,11,25,16,52.0,6.0
2010,11,25,17,63.0,5.0
2010,11,25,18,105.0,1.0
2010,11,25,19,106.0,-3.0
2010,11,25,20,104.0,-2.0
2010,11,25,21,146.0,-4.0
2010,11,25,22,177.0,-2.0
2010,11,25,23,168.0,-3.0
2010,11,26,0,142.0,-2.0
2010,11,26,1,120.0,-6.0
2010,11,26,2,94.0,-5.0
2010,11,26,3,89.0,-4.0
2010,11,26,4,85.0,-5.0
2010,11,26,5,62.0,-6.0
2010,11,26,6,70.0,-6.0
2010,11,26,7,80.0,-6.0
2010,11,26,8,94.0,-6.0
2010,11,26,9,93.0,-2.0
2010,11,26,10,96.0,-1.0
2010,11,26,11,96.0,1.0
2010,11,26,12,124.0,3.0
2010,11,26,13,137.0,3.0
2010,11,26,14,127.0,4.0
2010,11,26,15,130.0,4.0
2010,11,26,16,135.0,4.0
2010,11,26,17,127.0,3.0
2010,11,26,18,148.0,3.0
2010,11,26,19,159.0,2.0
2010,11,26,20,206.0,-2.0
2010,11,26,21,174.0,-3.0
2010,11,26,22,156.0,-3.0
2010,11,26,23,56.0,8.0
2010,11,27,0,43.0,7.0
2010,11,27,1,61.0,6.0
2010,11,27,2,69.0,4.0
2010,11,27,3,49.0,3.0
2010,11,27,4,30.0,2.0
2010,11,27,5,21.0,1.0
2010,11,27,6,12.0,1.0
2010,11,27,7,20.0,0.0
2010,11,27,8,19.0,0.0
2010,11,27,9,12.0,1.0
2010,11,27,10,13.0,2.0
2010,11,27,11,11.0,2.0
2010,11,27,12,8.0,3.0
2010,11,27,13,7.0,4.0
2010,11,27,14,8.0,4.0
2010,11,27,15,9.0,3.0
2010,11,27,16,12.0,3.0
2010,11,27,17,18.0,1.0
2010,11,27,18,32.0,0.0
2010,11,27,19,43.0,-2.0
2010,11,27,20,41.0,-2.0
2010,11,27,21,35.0,-3.0
2010,11,27,22,45.0,-3.0
2010,11,27,23,46.0,-4.0
2010,11,28,0,47.0,-5.0
2010,11,28,1,59.0,-4.0
2010,11,28,2,83.0,-4.0
2010,11,28,3,74.0,-5.0
2010,11,28,4,74.0,-5.0
2010,11,28,5,74.0,-5.0
2010,11,28,6,64.0,-6.0
2010,11,28,7,79.0,-6.0
2010,11,28,8,97.0,-6.0
2010,11,28,9,142.0,-3.0
2010,11,28,10,150.0,-1.0
2010,11,28,11,173.0,1.0
2010,11,28,12,136.0,3.0
2010,11,28,13,141.0,4.0
2010,11,28,14,148.0,5.0
2010,11,28,15,184.0,5.0
2010,11,28,16,202.0,4.0
2010,11,28,17,229.0,1.0
2010,11,28,18,268.0,0.0
2010,11,28,19,281.0,-1.0
2010,11,28,20,316.0,-3.0
2010,11,28,21,354.0,-2.0
2010,11,28,22,360.0,-3.0
2010,11,28,23,379.0,-3.0
2010,11,29,0,443.0,-5.0
2010,11,29,1,418.0,-6.0
2010,11,29,2,376.0,-2.0
2010,11,29,3,309.0,-3.0
2010,11,29,4,248.0,-4.0
2010,11,29,5,166.0,-4.0
2010,11,29,6,154.0,-4.0
2010,11,29,7,159.0,-3.0
2010,11,29,8,144.0,0.0
2010,11,29,9,124.0,1.0
2010,11,29,10,121.0,2.0
2010,11,29,11,121.0,2.0
2010,11,29,12,136.0,3.0
2010,11,29,13,130.0,4.0
2010,11,29,14,103.0,4.0
2010,11,29,15,98.0,4.0
2010,11,29,16,111.0,4.0
2010,11,29,17,130.0,2.0
2010,11,29,18,168.0,-1.0
2010,11,29,19,179.0,0.0
2010,11,29,20,173.0,-2.0
2010,11,29,21,174.0,-1.0
2010,11,29,22,172.0,-2.0
2010,11,29,23,213.0,-1.0
2010,11,30,0,236.0,-2.0
2010,11,30,1,267.0,-3.0
2010,11,30,2,237.0,-3.0
2010,11,30,3,236.0,-3.0
2010,11,30,4,198.0,-4.0
2010,11,30,5,176.0,-5.0
2010,11,30,6,159.0,-4.0
2010,11,30,7,170.0,-5.0
2010,11,30,8,164.0,-4.0
2010,11,30,9,170.0,-2.0
2010,11,30,10,182.0,-1.0
2010,11,30,11,240.0,0.0
2010,11,30,12,256.0,1.0
2010,11,30,13,261.0,2.0
2010,11,30,14,247.0,3.0
2010,11,30,15,242.0,3.0
2010,11,30,16,237.0,2.0
2010,11,30,17,236.0,2.0
2010,11,30,18,247.0,2.0
2010,11,30,19,234.0,2.0
2010,11,30,20,245.0,2.0
2010,11,30,21,243.0,2.0
2010,11,30,22,249.0,2.0
2010,11,30,23,249.0,2.0
2010,12,1,0,259.0,1.0
2010,12,1,1,256.0,1.0
2010,12,1,2,252.0,1.0
2010,12,1,3,248.0,1.0
2010,12,1,4,239.0,1.0
2010,12,1,5,238.0,1.0
2010,12,1,6,239.0,1.0
2010,12,1,7,245.0,0.0
2010,12,1,8,235.0,0.0
2010,12,1,9,233.0,0.0
2010,12,1,10,248.0,0.0
2010,12,1,11,258.0,0.0
2010,12,1,12,264.0,1.0
2010,12,1,13,261.0,1.0
2010,12,1,14,276.0,1.0
2010,12,1,15,268.0,1.0
2010,12,1,16,259.0,1.0
2010,12,1,17,257.0,1.0
2010,12,1,18,266.0,1.0
2010,12,1,19,271.0,1.0
2010,12,1,20,264.0,1.0
2010,12,1,21,288.0,0.0
2010,12,1,22,284.0,0.0
2010,12,1,23,275.0,0.0
2010,12,2,0,270.0,0.0
2010,12,2,1,259.0,0.0
2010,12,2,2,240.0,0.0
2010,12,2,3,218.0,0.0
2010,12,2,4,235.0,1.0
2010,12,2,5,142.0,6.0
2010,12,2,6,128.0,8.0
2010,12,2,7,85.0,7.0
2010,12,2,8,71.0,8.0
2010,12,2,9,61.0,8.0
2010,12,2,10,39.0,6.0
2010,12,2,11,33.0,5.0
2010,12,2,12,26.0,4.0
2010,12,2,13,22.0,3.0
2010,12,2,14,14.0,3.0
2010,12,2,15,19.0,3.0
2010,12,2,16,12.0,2.0
2010,12,2,17,14.0,2.0
2010,12,2,18,13.0,1.0
2010,12,2,19,17.0,-1.0
2010,12,2,20,21.0,-1.0
